你	nǐ	ni3	you, second person pronoun	⿰亻尔	ideographic			Pronoun 尔 for a person 亻	尓# (= 爾) (adhere) + 人 person → person with close and ongoing relations with oneself → *you*. Compare 儂. Note the variant form 儞.
保	bǎo	bao3	to safeguard, to protect, to defend, to care for	⿰亻呆	pictophonetic	呆	亻	person	The relevant oracle bone form of this character combines 子# child + 人 person → child protected by being wrapped in a cloth (compare the replacement character 褓) and carried on the back of an adult → *protect*; *protection* → *preserve*; *maintain*; *retain*; *keep*. For the idea of enveloping a child in protection, compare 孚.
信	xìn	xin4	to trust, to believe; letter, sign	⿰亻言					人 person + 言# words → person speaking sincerely/truthfully → *truth*; *sincerity*; *belief*; *trust*. *News* is a borrowed meaning.
候	hòu	hou4	to wait, to expect; to visit; to greet	⿰亻矦	pictophonetic	矦	亻	person	As per 侯# (lumpy object) + a person (→ human agency) → inspect a lumpy or otherwise conspicuous object → *sign*; *symptom* (← that which attracts attention to a person/object); *scout* (← person who works following signs/clues); *weather* (← signs or indicators of weather). The application to 候 of the Japanese そうろう, a *classical verb ending*, represents a borrowed meaning.
做	zuò	zuo4	to work, to make; to act	⿰亻故	ideographic			Someone 亻 who causes things to happen 故; 故 also provides the pronuncation
像	xiàng	xiang4	picture, image, figure; to resemble	⿰亻象	pictophonetic	象	亻	person	象# image + 人 person → *image* of a person → *statue*; *resemble*.
儿	ér	er2	son, child	⿰丿乚	pictographic			Simplified form of 兒, a picture of a child; compare 人	A variant of 人 person, like 人 suggesting people in mutable interaction → *person*; *human figure*.
先	xiān	xian1	first, former, previous	⿱⿰？土儿	ideographic			Someone stepping 止 in front of another person 儿	The relevant seal inscription form combines 儿# person + 之 (forward motion) → advance in small increments, the feet in close adherence → *go ahead*; *advance* → *tip*; *previous*; *the late*; *ancestor*; *first of all*; *prior*; *the future*.
克	kè	ke4	to subdue, to restrain, to overcome; used in transliterations	⿱十兄	ideographic			A weapon 十 used to subdue a beast 兄	The relevant oracle bone form of this character shows a helmeted head# + 儿 person → helmeted warrior, stretched to full height (compare 亟). *Overcome* and *conquer* are borrowed meanings.
全	quán	quan2	whole, entire, complete; to preserve	⿱入玉	ideographic			Jade 玉 put away 入 for safe-keeping	An abbreviated form# of 侖 neat assemblage/alignment + 王 (ruler who spans heaven and earth, bringing them into harmony) → ruler who arranges everything *fully*/perfectly → *full*; *perfect*; *all*; *entirely*; *completely*; *utterly* → *in truth*; *indeed*.
公	gōng	gong1	fair, equitable; public; duke	⿱八厶	ideographic			To divide 八 what is private 厶	Originally, 八 split right and left + 口# mouth/hole (→ space) → *open* space in which (divided groups of) people gather → *public* → *fair*; *official*; *governmental*.
关	guān	guan1	frontier pass; to close, to shut; relation	⿱丷天
其	qí	qi2	his, her, its, their; that	⿱甘⿱一八					Originally, a depiction of a square or rectangular winnow. The relevant bronzeware inscription form appends 几# desk/table. *That* is a borrowed meaning.
再	zài	zai4	again, twice, re-	⿱一冉	pictographic			Two fish 冉 caught on a line 一	An abbreviated form# of 冓 (symmetrical construction; symmetry) + an additional line (at the top) indicating "another of the same" → *(once) again*; *twice*.
出	chū	chu1	to go out, to send out; stand; produce	⿱屮凵	ideographic			A sprout 屮 growing out of a container 凵	The relevant oracle bone form of this character is 屮# grass shoot + 土 earth → grass/bud/sprout protruding from the ground → *protrude*; *emerge*; *appear*; *go/come out* → *proceed*; *depart*; *start/leave*; *set forth*; *begin to*; *origin*; *hold/put out*; *break out*. Extended meanings from these basic ideas include *let out*; *take out*; *present* (for inspection); *turn on*; *give off*; *emit*; *express*; *submit*; *hand/send in*; *send*; *publish*; *issue*; *serve* (food/drinks); *give*; *hang (out)* (a flag); *open* (a business); *pay*; *flow*; *one's turn*; *be on duty*; *come out at*; *reach*; *arrive*; *attend*; *appearance*; *birth*; *be produced*; *be brought up*; *graduate* (from school); and *be in demand*. Also, *pretext* (← present an explanation ← present) and *answer* (a phone) (← appear on the receiving end of a call ← appear). *Soup stock* and *broth* are via the use of だし as an abbreviation of 出し汁 (だしじる). For "protrusion," compare 凸 and 突.
分	fēn	fen1	to divide, to allocate; fraction; small unit of time or other quantity	⿱八刀	ideographic			Pieces 八 being further subdivided with a knife 刀 	八# split right and left + 刀 sword/knife → split/*divide* an object, causing it to spread → *branch/split off*; *separate*; *portion*; *share*; *minute*; *counter* (for portions of a whole); *responsibility* (matching one's position) → *distinction*; *know*; *understand* (← know and distinguish through division) → *turn out/prove to be*.
利	lì	li4	gains, advantage, profit, merit	⿰禾刂	ideographic			Harvesting 刂 grain 禾	禾 here an abbreviated form# of 季 season (→ season when soil is plowed) + 刀 sword/knife → sharp-edged plow → *work* (well/skillfully); *sharp*; *convenience*; *profit*; *advantage*; *be able to*; *be effective* (← sharp, effective implement).
别	bié	bie2	to separate, to distinguish, to classify; to leave; other; do not, must not	⿰另刂	ideographic			To draw boundaries 刂 between classes 另
到	dào	dao4	to go to, to arrive	⿰至刂	pictophonetic	刂	至	arrive	As per 刀# (curve) + 至 arrive → arrive via a route that traces an arc → *arrive at*; *reach*.
前	qián	qian2	in front, forward; former, preceding	⿱⿱丷一刖					The relevant seal inscription form of the element# minus 刀 combines an abbreviated form of 船 boat + 止 (leg/foot) → progression of boats or of people on foot. The addition of 刀 sword/knife suggests the idea of cutting/shearing in small increments → *forward progress* in small increments (compare 先 and 踐) → *before*; *in front* (← immediately behind/in front of one). In derivative characters, 前 is often written in the form seen for example in 揃 and 湔.
力	lì	li4	strength, power; capability, influence	⿻丿？	ideographic			A plow's head representing strength	A depiction of the rippling muscles of a powerful arm → *power*; *energy* → *strength*; *skill*; *ability*; *labor*; *make efforts*.
加	jiā	jia1	to add to, to increase, to augment	⿰力口	ideographic			Supporting a cause with the strength 力 of one's words 口	A variant of 可 (bend/cup a hand about the mouth to amplify the voice in shouting), with *add*, *append* and *increase* being associated meanings (← add a hand atop the mouth to increase the volume of one's voice). Also, *join* (in) and *inflict* (← join in something inflicting damage/injury).
动	dòng	dong4	to move, to happen; movement, action	⿰云力	pictophonetic		力	strength
去	qù	qu4	to go away, to leave, to depart	⿱土厶					The relevant oracle bone form of this character is 囗 circular enclosure + 大 stand outstretched. However, the phonetic evidence suggests that 大 was originally 屰# reverse, suggesting "reverse course and *withdraw* from a particular place" → *leave*; *go*; *pass* (away from); *disappear* → *last* (October etc.) (← past ← pass). Also, *resign* (a post) and *divorce* (← take leave of). Recall that although the modern forms are distinct, the earliest form of 屰 is 大 written in reverse.
又	yòu	you4	and, also, again, in addition	？	pictographic			A right hand, representing a pair; compare 左	A depiction of a person's right arm contracted in surrounding or protecting an object resting on the shoulders → *above*; *beyond* → *again*; *moreover*; *or*.
友	yǒu	you3	friend, companion; fraternity	⿸？又	ideographic			Two hands 又 joined, representing friendship; 又 also provides the pronunciation	The relevant oracle bone form of this character is 又# (right hand/arm) doubled → *work together* → *friend*; *companion* → *friendly*.
发	fā	fa1	to issue, to dispatch, to send out; hair	⿸？又
受	shòu	shou4	to receive, to get, to accept; to bear	⿳爫冖又	ideographic			Something 冖 passed from one hand 爫 to another 又	The relevant oracle bone form of this character is 舟# (curved) boat (here a shape indicator suggesting a large, curved object) + an element combining 爪 claw/hand and 又 hand/action indicator → *receive/accept* a large, curved object → *receptacle*; *catch* (a ball); *popularity* (← receive general acceptance) → *reputation*; *be a success*. Also, *sustain* (damage) (← be on the receiving end of a damaging act) and *support(ing)* (← accept a supporting role), as well as *undergo* and *take an exam* (←be on the receiving end of a trying experience/exam) → *pass an exam*.
只	zhī	zhi3	only, merely, just	⿱口八	ideographic			Simple words 八 coming from the mouth 口	八 here an abbreviated form# of 余 (disperse) + 口 mouth → disperse breath from the mouth in speech. *Only* and *just* are borrowed meanings.
叫	jiào	jiao4	cry, shout; to call, to greet, to hail	⿰口丩	pictophonetic	丩	口	mouth	The relevant seal inscription form of 丩 shows it to be twisted threads. 叫 is 口 mouth +丩# for the sound alone to simulate a cry or calling noise (compare 号) → *yell*; *cry out*; *shout*; *scream* → *call*; *name* (in derogatory senses); *appeal* (for); *clamor*.
可	kě	ke3	may, can, -able; possibly	⿻丁口	pictophonetic	口	丁	vigorous	The relevant oracle bone form of this character is a representation of a bent hook + 口 mouth → bend/cup a hand about the mouth to amplify the voice in shouting → shout/laugh/sing in a loud voice. *Possible* is an extended meaning (← make it possible to be heard at a distance), with *approve* by further extension (← approve of what has been made possible).
吃	chī	chi1	to eat; to drink; to suffer, to endure, to bear	⿰口乞	pictophonetic	乞	口	mouth	As per 乞# (rise and hit a blocking element) + 口 mouth → *stammer* (i.e., the breath temporarily and figuratively blocked; compare 詘). Also, *eat* (← stuff one's mouth).
同	tóng	tong2	same, similar; together with, alike	⿵凡口	ideographic			Sharing a common 凡 tongue 口	The relevant oracle bone form of this character is 用# (run through) + a hole → run a stick through a board, creating a hole → *same*; *equal* (← board with a stick run through it to the point that the same amount of the stick is on each side of the board).
名	míng	ming2	name; position, rank, title	⿸夕口	ideographic			A name called out 口 to hail someone at night 夕	夕 here a variant form of the 月 element in 明 (manifest the hidden) and serving as an abbreviated form# of the entire character + 口 mouth → state one's *name* upon being challenged (by a guard), revealing oneself → *repute*; *famous*.
后	hòu	hou4	after; behind, rear; descendants	⿸？口					The relevant seal inscription form is the reverse of the elements combined in 司 (peer through a narrow hole), and thus refers to someone kept out of sight → *empress*; *queen* (← female members of the royal/imperial family, whose quarters were secreted deep within a palace; compare 宮).
吗	ma	ma5	final interrogative particle	⿰口马	pictophonetic	马	口	mouth
吧	bā	ba5	emphatic final particle	⿰口巴	pictophonetic	巴	口	mouth
听	tīng	ting1	to hear, to listen; to understand; to obey	⿰口斤	ideographic			Words 口 reaching an ear 斤
告	gào	gao4	to tell, to inform, to announce; to accuse	⿱牛口	ideographic			To speak 口 with the force of an ox 牛	牛 cow + 口# mouth → cow bending its neck in lowing → *tell*; *inform*; *announce*; *signal* (← communicate in "speech").
呢	né, ne	ni2	wool; interrogative or emphatic final particle	⿰口尼	pictophonetic	尼	口	mouth
和	hé	he2	harmony, peace; calm, peaceful	⿰禾口	pictophonetic	禾	口	mouth	禾 here an abbreviated form# of 龢 (harmony; calm; peace) + 口 mouth → *harmony*; *calm*; *peace* (produced by words/song) → *soften*; *moderate*; *lessen*; *tone down*; *ease* → *die down*. *Japan* is a borrowed meaning (see 倭 for explanation).
哦	ó	e2	oh? really? is that so?	⿰口我	pictophonetic	我	口	mouth	口 mouth + 我# for the sound alone to simulate an exclamation → *sing/recite*.
哪	nǎ	na3	which? where? how?	⿰口那	pictophonetic	那	口	mouth
啊	a	a5	ah, exclamatory particle	⿰口阿	pictophonetic	阿	口	mouth
喜	xǐ	xi3	to love; to enjoy, to be happy; joyful, glad	⿱壴口	ideographic			Singing 口 and beating drums 壴	As per 壴# as described in 鼓 (round drum set on a stand) + 口 mouth → joyful voices at a feast with musical accompaniment → *joy*; *gladness*; *like*; *be fond of*; *pleasure*; *happiness* → *good*; *desirable*; *congratulations*.
嗯	en	嗯	interjection indicating agreement or appreciation	⿰口恩	pictophonetic	恩	口	mouth
嘿	hēi	hei1	quiet, silent	⿰口黑	pictophonetic	黑	口	mouth
回	huí	hui2	to return, to turn around; a time	⿴囗口	ideographic			Originally, a spiral signifying return	A depiction of one object rotating within another → *rotate*; *revolve*; *spin*; *turn/go around* → *pass around*; *spread* (of a fire); (of medicine/alcohol) *take effect*; *number of times*; *encircle*; *curve*; *return*; *detour*; *cycle*. Extended meanings include *refer to* (a specialist) and *transfer* (← pass around), as well as *sumo wrestler's belt* (← encircling object). 回 may be regarded as a variant of the cognate 冎/咼 (bone circulating in its joint).
因	yīn	yin1	cause, reason; by; because	⿴囗大					The relevant oracle bone form of this character shows bedding upon which a person lies/adheres (that is, over which the person is superimposed) → *depend*; *cause*; *be connected with* (← superimposition) → *be based on*; *be due to*; *therefore*; *consequently*.
国	guó	guo2	country, nation, state; national	⿴囗玉	ideographic			Treasure 玉 within a country's borders 囗
在	zài	zai4	at, in, on; to exist; used to indicate the present progressive tense	⿸才土	pictophonetic	才	土	earth	The relevant seal inscription form is 才# cut off + 土 earth → pile earth to cut off the flow of a river. *Be*, *exist*, *location*, *stay*, *be alive*, and *in* are extended meanings (← be fixed firmly in one place; compare 居, 有, and 存) → *country(side)* (← permanence of rural abodes).
地	de	di4	earth, ground, soil; land, region; structural particle used before a verb	⿰土也	pictophonetic	也	土	earth	As per 也# (stretch) + 土 earth → a stretch of *land/earth* → *territory*; *field*; *environment*; *base*.
场	chǎng	chang2	field, open space; market, square; stage	⿰土勿	pictophonetic	昜	土	earth
士	shì	shi4	scholar, gentleman; soldier	？					A depiction of an erect object formed by small composite materials (compare 且). *Man* and *retainer* are associated meanings (← person standing erect), with *samurai* by extension.
外	wài	wai4	out, outside, external; foreign; in addition	⿰夕卜	ideographic			Night-time 夕 divinations 卜; the supernatural, the foreign	夕 here a variant form# of 月 (crescent) moon + 卜 divination → cast horoscopes on the basis of the invisible *outside* portion of the moon (compare 朏) → *other* → *some/any other place*; *somebody else*; *others*; *besides*. The sense of "the part other than the portion scooped out" leads to extended meanings such as *take off*; *be/come off*; *remove*; *undo*; *take leave*; *evade*; *edge* and *outskirts* → *miss* (the mark); *be wrong*; *failure* → *violate*.
多	duō	duo1	much, many, multi-; more than, over	⿱夕夕	ideographic			Two nights 夕, suggesting many	The relevant oracle bone form of this character is a doubling of 肉 flesh → *much* meat aligned in a tall, neat pile → *many*.
大	dà	da4	big, great, vast, high, deep	⿻一人	ideographic			A man 人 with outstretched arms	A depiction of a person standing greatly outstretched, reducing the distance between oneself and others → *big*; *large*; *great*; *full*; *spacious* → *extremely*; *too*; *excellent*; *general*.
天	tiān	tian1	sky, heaven; god, celestial	⿱一大	ideographic			The heavens 一 above a man 大	大 stand outstretched + a line above the head indicating the horizon (compare 旦) → top of the head (of a person standing outstretched and uniting heaven and earth) → *the sky/heavens* → *the natural world*; *the supreme god*; *destiny*; *emperor*; *heaven*. Compare 王. As it is in 旦, the line was the phonosemantic element in 天.
太	tài	tai4	very, too much; big; extreme	⿵大丶	ideographic			A giant 大 with a normal-sized man 丶 for scale	A variant of 大# great that acquired the meanings *be/become thick*, *extremely*, *too* and *fat*, as well as *calm*.
头	tóu	tou2	head; chief, boss; first, top	⿻⺀大	pictophonetic		大	high
女	nǚ	nv3	woman, girl; female	？	pictographic			A woman turned to the side	A depiction of a supple *woman*.
她	tā	ta1	she, her	⿰女也	ideographic			A woman 女 beside you 也
好	hǎo	hao3	good, excellent, fine; proper, suitable; well	⿰女子	ideographic			A woman 女 with a son 子	子# child + 女 woman → woman clasping a child → *like*; *love* → *desirable*; *favorable*; *fondness*; *pleasing*; *fine*; *taste*; *choice*; *preference*.
如	rú	ru2	as, as if, like, such as, supposing	⿰女口	ideographic			A wife 女 following her husband's words 口	As per 女# (supple) + 口 mouth → take a supple (= pliant) attitude toward another person's suggestion. *Equal* and *as (if)* are borrowed meanings → *how/what* (to do).
妈	mā	ma1	mother, mama	⿰女马	pictophonetic	马	女	woman
始	shǐ	shi3	to begin, to start; beginning	⿰女台	pictophonetic	台	女	woman	As per 台# (heavy downward pressure) + 女 woman → fetus hanging heavily in the womb → *begin*; *start* (← pregnancy as the origin of life).
子	zi	zi3	son, child; seed, egg; fruit; small thing	⿻了一	pictographic			A child in a wrap, with outstretched arms but bundled legs	子 is the single remaining form of two distinct oracle bone depictions of a small child. One shows a small child, while the second shows a child with rapidly growing hair → *child*; *son*; *boy*; *person*; *suffix appended to small objects*. Conceptually, a child was understood as one of a figurative pile of offspring. *Rat* (as the first sign of the Chinese zodiac), *north*, and *11 P.M. to 1 A.M.* are borrowed meanings. The Old Chinese readings of the two glyphs featured different vowels.
学	xué	xue2	learning, knowledge, science; to study, to go to school; -ology	⿱⿱⺍冖子	ideographic			A building 冖 where children 子 study; ⺍ provides the pronunciation
孩	hái	hai2	baby, child; children	⿰子亥	pictophonetic	亥	子	child	As per 亥# (stretched taut) + 子 child → *baby* suckling at a taut, milk-filled breast → *babyish*; *immature*.
它	tā	ta1	it; other	⿱宀匕					A depiction of a long *snake* (compare 也) → stretch; be elongated. *Other* is a borrowed meaning.
安	ān	an1	peaceful, tranquil, quiet	⿱宀女	ideographic			A woman 女 safe in a house 宀	宀# roof/building + 女 woman → woman resting/at ease indoors → *be at ease/peace* → *cheap*; *inexpensive* (← cheap enough to be purchased with ease).
完	wán	wan2	to complete, to finish, to settle; whole	⿱宀元	pictophonetic	元	宀	roof	As per 元# (round) + 宀 roof/building → be surrounded completely → *complete*; *fulfill*; *end*.
定	dìng	ding4	to decide, to fix, to settle; to order; definite, fixed, sure	⿱宀疋	ideographic			A person 疋 settling under a roof 宀	Variant# of 正 (straight) + 宀 roof/building → stand straight upright (fixed in place) in a building → *fix in place*; *settle*; *settle down*; *set* (a date); *determine*; *decide* (← fixity) → *rule*; *regulation*; *law*; *fate*; *destiny* (← fixed rules/destiny). Also, *sure* and *certain* (← correctness/certainty of a decision taken, or of a rule).
实	shí	shi2	real, true; honest, sincere	⿱宀头
家	jiā	jia1	house, home, residence; family	⿱宀豕	pictophonetic	豕	宀	roof	宀 roof/building + 豕 pig/boar, here a variant form of 亥# (pig/boar stretched taut for slaughter) → pigs/boars confined in a hut or shed and awaiting slaughter → *house*/*household* → *home*; *family*; *shop*; *store*; *business* → *dealer*; *seller*; *specialist* (← tradesman operating a particular business).
对	duì	dui4	correct, right; facing, opposed	⿰又寸	ideographic			A pair 又 of hands 寸
小	xiǎo	xiao3	small, tiny, insignificant	⿻亅八	ideographic			Dividing 八 by a line 亅	A depiction of small and curled, whittled shavings → *small*; *little*; *infant*; *a little bit*.
尔	ěr	er3	you; that, those; final particle	⿱⺈小
就	jiù	jiu4	just, simply; to go to; to approach, near	⿰京尤	pictophonetic	京	尤	specialty	As per 尤# (contracted hand) + 京 metropolis → contract the arm in summoning people to a metropolis → *settle*; *take up* → *take/get a job*; *take instruction*; *embark* (upon) (← take up) → *appoint*; *provide service for* → *arrange*. Also, *seat* (a guest) (← settle).
工	gōng	gong1	labor, work; laborer, worker	⿱一丄	pictographic			A spade or other workman's tool	A depiction of a long hollow tube used as a tool both to pierce and to connect → *work*; *construct* (← work/construct using connecting pipes/tubes) → *artisan*; *specialist*; *skillful*.
己	jǐ	ji3	self, oneself; personal, private; 6th heavenly stem	⿱？乚	pictographic			A loom woven with thread	A depiction of a primitive loom consisting of two sticks, between which threads are stretched or raised. In derivative characters, 己 suggests "arise." *Oneself*, *sixth in a series* and *sixth calendar sign* are borrowed meanings.
已	yǐ	yi3	already; finished; to stop; then, afterwards	？					A depiction of a forked stick used as a plow. *Stop*, *quit*, *just*, *already* and *to a great degree* are borrowed meanings. Distinguish 已 from 己 and 巳.
带	dài	dai4	belt, strap; band, ribbon; area, zone; to carry, to raise, to wear	⿱卅⿱冖巾	ideographic			A belt, creasing one's robe above 卅 but not below 巾
帮	bāng	bang1	to help, to assist; to support, to defend; party; gang	⿱邦巾	ideographic			A nation's 邦 flag 巾; 邦 also provides the pronunciation
常	cháng	chang2	common, general, normal; always, frequently, regularly	⿱尚巾	pictophonetic	尚	巾	cloth	As per 尚# (rise → raise) + 巾 cloth → raise a long skirt. *Normal*, *ordinary*, *continual* and *unending* are borrowed meanings.
干	gàn	gan1	arid, dry; to oppose; to offend; to invade	⿱一十	pictographic			A club or axe	A depiction of a forked stick or *thick bar*, one functioning as a *shield* and employed by being *thrust* or pressed against a combatant in *defense*. *Dry*, *ebb*, *draw/drain off* and *empty* (a glass) are borrowed meanings.
年	nián	nian2	year; anniversary; a person's age	⿻干？	ideographic			A man 干 carrying grain, representing the annual harvest	The relevant bronzeware inscription form is 禾 grain/rice + 千# (advance through luxuriant vegetation) → advance through crops in harvesting → *year*; *age* (← harvest as the end of a long agricultural cycle; compare 歳).
应	yīng	ying4	should, must; to respond, to handle; to deal with, to cope	⿸广⿱⺍一
开	kāi	kai1	to open; to start, to initiate, to begin	⿱一廾	ideographic			Simplified form of 開; hands 廾 lifting the latch 一 of a door
当	dāng	dang1	appropriate, timely; to act, to serve; the sound of bells	⿱⺌彐
很	hěn	hen3	very, quite, much	⿰彳艮	pictophonetic	艮	彳	step	As per 艮# (adhere) + 彳 movement → adhere to one's position obstinately → *obstinacy* → *be irrationally committed to a bad cause* → *quite* (← great degree ← excessive degree).
得	dé	de2	to obtain, to get, to acquire; suitable, proper; ready	⿰彳⿱旦寸	ideographic			A hand 寸 grabbing a shell 旦	The relevant seal inscription form of 㝵# combines a variant form of 戎 (seize) + 寸 hand/action indicator → take goods in hand; acquire. 得 adds 彳 movement/action indicator → take hold of goods → *acquire*; *gain* → *(take) advantage*; *be able to*; *hit the mark*; *work well*.
